panel,workbook_compound_index_1based,workbook_compound_name,workbook_cas,complete_fixed21,structure_usable,rdkit_standard_inchikey,rdkit_connectivity,exact_full_standard_inchikey_overlap,connectivity_overlap,connectivity_only_overlap,conservative_de_leakage_connectivity_overlap,matching_full_rows,matching_connectivity_rows,matching_conservative_de_leakage_rows
DAVIS,1,ATM Kinase Inhibitor,587871-26-9,True,True,XRKYMMUGXMWDAO-UHFFFAOYSA-N,XRKYMMUGXMWDAO,False,False,False,False,,,
DAVIS,2,ATM/ATR Kinase Inhibitor,905973-89-9,True,True,HLCDNLNLQNYZTK-UHFFFAOYSA-N,HLCDNLNLQNYZTK,False,False,False,False,,,
DAVIS,3,AG 1024,65678-07-1,True,True,ABBADGFSRBWENF-UHFFFAOYSA-N,ABBADGFSRBWENF,False,False,False,False,,,
DAVIS,4,AGL 2043,226717-28-8,True,True,ZGDACLBJJXLKJY-UHFFFAOYSA-N,ZGDACLBJJXLKJY,False,False,False,False,,,
DAVIS,5,Akt Inhibitor IV,681281-88-9,True,True,NAYRELMNTQSBIN-UHFFFAOYSA-M,NAYRELMNTQSBIN,False,False,False,False,,,
DAVIS,6,"Akt Inhibitor V, Triciribine",35943-35-2,True,False,,,False,False,False,False,,,
DAVIS,7,"Akt Inhibitor VIII, Isozyme-Selective, Akti-1/2",612847-09-3,True,True,IWCQHVUQEFDRIW-UHFFFAOYSA-N,IWCQHVUQEFDRIW,False,False,False,False,,,
DAVIS,8,Akt Inhibitor X,925681-41-0,True,True,SVKSJUIYYCQZEC-UHFFFAOYSA-N,SVKSJUIYYCQZEC,False,False,False,False,,,
DAVIS,9,Alsterpaullone,237430-03-4,True,True,OLUKILHGKRVDCT-UHFFFAOYSA-N,OLUKILHGKRVDCT,False,False,False,False,,,
DAVIS,10,Alsterpaullone 2-Cyanoethyl,852527-97-0,True,True,UBLFSMURWWWWMH-UHFFFAOYSA-N,UBLFSMURWWWWMH,False,False,False,False,,,
DAVIS,11,"Aloisine A, RP107",496864-16-5,True,True,PRIGRJPRGZCFAS-UHFFFAOYSA-N,PRIGRJPRGZCFAS,False,False,False,False,,,
DAVIS,12,"Aloisine, RP106",496864-15-4,True,True,WVMANZPBOBRWCB-UHFFFAOYSA-N,WVMANZPBOBRWCB,False,False,False,False,,,
DAVIS,13,Aminopurvalanol A,220792-57-4,True,True,RAMROQQYRRQPDL-HNNXBMFYSA-N,RAMROQQYRRQPDL,False,False,False,False,,,
DAVIS,14,"AMPK Inhibitor, Compound C",866405-64-3,True,True,XHBVYDAKJHETMP-UHFFFAOYSA-N,XHBVYDAKJHETMP,False,False,False,False,,,
DAVIS,15,Aurora Kinase Inhibitor III,879127-16-9,True,True,RDTDWGQDFJPTPD-UHFFFAOYSA-N,RDTDWGQDFJPTPD,False,False,False,False,,,
DAVIS,16,Aurora Kinase/Cdk Inhibitor,443797-96-4,True,True,KDKUVYLMPJIGKA-UHFFFAOYSA-N,KDKUVYLMPJIGKA,False,False,False,False,,,
DAVIS,17,BAY 11-7082,19542-67-7,True,True,DOEWDSDBFRHVAP-KRXBUXKQSA-N,DOEWDSDBFRHVAP,False,False,False,False,,,
DAVIS,18,Bcr-abl Inhibitor,778270-11-4,True,True,WEVYNIUIFUYDGI-UHFFFAOYSA-N,WEVYNIUIFUYDGI,False,False,False,False,,,
DAVIS,19,Bisindolylmaleimide I,133052-90-1,True,True,QMGUOJYZJKLOLH-UHFFFAOYSA-N,QMGUOJYZJKLOLH,False,False,False,False,,,
DAVIS,20,Bisindolylmaleimide IV,119139-23-0,True,True,DQYBRTASHMYDJG-UHFFFAOYSA-N,DQYBRTASHMYDJG,False,False,False,False,,,
DAVIS,21,Bohemine,189232-42-6,True,True,OPQGFIAVPSXOBO-UHFFFAOYSA-N,OPQGFIAVPSXOBO,False,False,False,False,,,
DAVIS,22,BPIQ-I,174709-30-9,True,True,YAMAGACQNDAKFB-UHFFFAOYSA-N,YAMAGACQNDAKFB,False,False,False,False,,,
DAVIS,23,Cdk1 Inhibitor,220749-41-7,True,True,QJKBRWSJWQVKLY-UKTHLTGXSA-N,QJKBRWSJWQVKLY,False,False,False,False,,,
DAVIS,24,"Cdk1 Inhibitor, CGP74514A",190654-01-4,True,True,UTBSBSOBZHXMHI-CABCVRRESA-N,UTBSBSOBZHXMHI,False,False,False,False,,,
DAVIS,25,Cdk1/2 Inhibitor III,443798-55-8,True,True,ARIOBGGRZJITQX-UHFFFAOYSA-N,ARIOBGGRZJITQX,False,False,False,False,,,
DAVIS,26,Cdk1/5 Inhibitor,40254-90-8,True,True,DWHVZCLBMTZRQM-UHFFFAOYSA-N,DWHVZCLBMTZRQM,False,False,False,False,,,
DAVIS,27,"Casein Kinase I Inhibitor, D4476",301836-43-1,True,True,DPDZHVCKYBCJHW-UHFFFAOYSA-N,DPDZHVCKYBCJHW,False,False,False,False,,,
DAVIS,28,"Casein Kinase II Inhibitor III, TBCA",934358-00-6,True,True,SVJQCVOKYJWUBC-OWOJBTEDSA-N,SVJQCVOKYJWUBC,False,False,False,False,,,
DAVIS,29,Cdk4 Inhibitor,546102-60-7,True,True,NMFKDDRQSNVETB-UHFFFAOYSA-N,NMFKDDRQSNVETB,False,False,False,False,,,
DAVIS,30,Cdk4 Inhibitor II NSC 625987,141992-47-4,True,True,KFAKESMKRPNZTM-UHFFFAOYSA-N,KFAKESMKRPNZTM,False,False,False,False,,,
DAVIS,31,Cdk4 Inhibitor III,265312-55-8,True,True,HFPLHASLIOXVGS-UHFFFAOYSA-N,HFPLHASLIOXVGS,False,False,False,False,,,
DAVIS,32,"Cdc2-Like Kinase Inhibitor, TG003",300801-52-9,True,False,,,False,False,False,False,,,
DAVIS,33,Cdk/Crk Inhibitor,784211-09-2,True,True,RSQPNXBTPUXMQN-UHFFFAOYSA-N,RSQPNXBTPUXMQN,False,False,False,False,,,
DAVIS,34,Chelerythrine Chloride,3895-92-9,True,True,WEEFNMFMNMASJY-UHFFFAOYSA-M,WEEFNMFMNMASJY,False,False,False,False,,,
DAVIS,35,Chk2 Inhibitor II,516480-79-8,True,True,UXGJAOIJSROTTN-UHFFFAOYSA-N,UXGJAOIJSROTTN,False,False,False,False,,,
DAVIS,36,Compound 52,212779-48-1,True,True,XZEFMZCNXDQXOZ-UHFFFAOYSA-N,XZEFMZCNXDQXOZ,False,False,False,False,,,
DAVIS,37,Compound 56,171745-13-4,True,True,YXOXHAUUTIOBDA-UHFFFAOYSA-N,YXOXHAUUTIOBDA,False,False,False,False,,,
DAVIS,38,Cdk2 Inhibitor III,199986-75-9,True,True,NQVIIUBWMBHLOZ-UHFFFAOYSA-N,NQVIIUBWMBHLOZ,False,False,False,False,,,
DAVIS,39,"Cdk2 Inhibitor IV, NU6140",444723-13-1,True,True,XHEQSRJCJTWWAH-UHFFFAOYSA-N,XHEQSRJCJTWWAH,False,False,False,False,,,
DAVIS,40,DNA-PK Inhibitor II,154447-35-5,True,True,KKTZALUTXUZPSN-UHFFFAOYSA-N,KKTZALUTXUZPSN,False,False,False,False,,,
DAVIS,41,DNA-PK Inhibitor III,404009-40-1,True,True,YHKSBKQXCWHTQL-UHFFFAOYSA-N,YHKSBKQXCWHTQL,False,False,False,False,,,
DAVIS,42,DNA-PK Inhibitor V,404009-46-7,True,True,FALILNHGILFDLC-UHFFFAOYSA-N,FALILNHGILFDLC,False,False,False,False,,,
DAVIS,43,Diacylglycerol Kinase Inhibitor II,120166-69-0,True,True,ZCNBZFRECRPCKU-UHFFFAOYSA-N,ZCNBZFRECRPCKU,False,False,False,False,,,
DAVIS,44,DMBI,5812-07-7,True,False,,,False,False,False,False,,,
DAVIS,45,EGFR/ErbB-2 Inhibitor,179248-61-4,True,True,DNOKYISWMVFYFA-UHFFFAOYSA-N,DNOKYISWMVFYFA,False,False,False,False,,,
DAVIS,46,EGFR Inhibitor,879127-07-8,True,True,YOHYSYJDKVYCJI-UHFFFAOYSA-N,YOHYSYJDKVYCJI,False,False,False,False,,,
DAVIS,47,EGFR/ErbB-2/ErbB-4 Inhibitor,881001-19-0,True,True,DLPSDPPZXRJQOY-UHFFFAOYSA-N,DLPSDPPZXRJQOY,False,False,False,False,,,
DAVIS,48,"ERK Inhibitor II, FR180204",865362-74-9,True,True,XVECMUKVOMUNLE-UHFFFAOYSA-N,XVECMUKVOMUNLE,False,False,False,False,,,
DAVIS,49,ERK Inhibitor III,345616-52-6,True,False,,,False,False,False,False,,,
DAVIS,50,"Fascaplysin, Synthetic",114719-57-2,True,True,WYQIPCUPNMRAKP-UHFFFAOYSA-O,WYQIPCUPNMRAKP,False,False,False,False,,,
DAVIS,51,Flt-3 Inhibitor,301305-73-7,True,True,FSPQCTGGIANIJZ-UHFFFAOYSA-N,FSPQCTGGIANIJZ,False,False,False,False,,,
DAVIS,52,Flt-3 Inhibitor II,896138-40-2,True,True,NIMIWWQLOGNYHD-UHFFFAOYSA-N,NIMIWWQLOGNYHD,False,False,False,False,,,
DAVIS,53,Flt-3 Inhibitor III,852045-46-6,True,True,FNZTULJDGIXMJJ-UHFFFAOYSA-N,FNZTULJDGIXMJJ,False,False,False,False,,,
DAVIS,54,cFMS Receptor Tyrosine Kinase Inhibitor,870483-87-7,True,True,MYQAUKPBNJWPIE-UHFFFAOYSA-N,MYQAUKPBNJWPIE,True,True,False,True,34,34,34
DAVIS,55,GSK-3b Inhibitor I,327036-89-5,True,True,JDSJDASOXWCHPN-UHFFFAOYSA-N,JDSJDASOXWCHPN,False,False,False,False,,,
DAVIS,56,GSK-3b Inhibitor II,478482-75-6,True,True,ZRHRPGSSSVYBRG-UHFFFAOYSA-N,ZRHRPGSSSVYBRG,False,False,False,False,,,
DAVIS,57,GSK-3b Inhibitor VIII,487021-52-3,True,True,YAEMHJKFIIIULI-UHFFFAOYSA-N,YAEMHJKFIIIULI,False,False,False,False,,,
DAVIS,58,GSK-3 Inhibitor IX,667463-62-9,True,True,SAQUSDSPQYQNBG-UHFFFAOYSA-N,SAQUSDSPQYQNBG,False,False,False,False,,,
DAVIS,59,GSK-3 Inhibitor X,740841-15-0,True,False,,,False,False,False,False,,,
DAVIS,60,GSK-3b Inhibitor XI,626604-39-5,True,True,ZDEJZKULWCZIHL-UHFFFAOYSA-N,ZDEJZKULWCZIHL,False,False,False,False,,,
DAVIS,61,"GSK3b Inhibitor XII, TWS119",601514-19-6,True,True,VPVLEBIVXZSOMQ-UHFFFAOYSA-N,VPVLEBIVXZSOMQ,False,False,False,False,,,
DAVIS,62,GSK-3 Inhibitor XIII,404828-08-6,True,True,JYCUVOXSZBECAY-UHFFFAOYSA-N,JYCUVOXSZBECAY,False,False,False,False,,,
DAVIS,63,Gö 6976,136194-77-9,True,True,VWVYILCFSYNJHF-UHFFFAOYSA-N,VWVYILCFSYNJHF,False,False,False,False,,,
DAVIS,64,Gö 6983,133053-19-7,True,True,LLJJDLHGZUOMQP-UHFFFAOYSA-N,LLJJDLHGZUOMQP,False,False,False,False,,,
DAVIS,65,GTP-14564,34823-86-4,True,True,DZQLVVLATXPWBK-UHFFFAOYSA-N,DZQLVVLATXPWBK,False,False,False,False,,,
DAVIS,66,Isogranulatimide,244148-46-7,True,True,KUWAFJHRXZRHJH-UHFFFAOYSA-N,KUWAFJHRXZRHJH,False,False,False,False,,,
DAVIS,67,"H-89, Dihydrochloride",127243-85-0,True,False,,,False,False,False,False,,,
DAVIS,68,"HA 1077, Dihydrochloride Fasudil",103745-39-7,True,True,NGOGFTYYXHNFQH-UHFFFAOYSA-N,NGOGFTYYXHNFQH,False,False,False,False,,,
DAVIS,69,"Herbimycin A, Streptomyces sp.",70563-58-5,True,True,MCAHMSDENAOJFZ-BVXDHVRPSA-N,MCAHMSDENAOJFZ,False,False,False,False,,,
DAVIS,70,IC261,186611-52-9,True,True,JBJYTZXCZDNOJW-JLHYYAGUSA-N,JBJYTZXCZDNOJW,False,False,False,False,,,
DAVIS,71,IKK-2 Inhibitor IV,507475-17-4,True,True,SAYGKHKXGCPTLX-UHFFFAOYSA-N,SAYGKHKXGCPTLX,False,False,False,False,,,
DAVIS,72,Indirubin Derivative E804,854171-35-0,True,False,,,False,False,False,False,,,
DAVIS,73,Indirubin-3′-monoxime,160807-49-8,True,True,FQCPPVRJPILDIK-UHFFFAOYSA-N,FQCPPVRJPILDIK,False,False,False,False,,,
DAVIS,74,IGF-1R Inhibitor II,196868-63-0,True,True,YBLWOZUPHDKFOT-UHFFFAOYSA-N,YBLWOZUPHDKFOT,False,False,False,False,,,
DAVIS,75,IRAK-1/4 Inhibitor,509093-47-4,True,True,QTCFYQHZJIIHBS-UHFFFAOYSA-N,QTCFYQHZJIIHBS,False,False,False,False,,,
DAVIS,76,JAK Inhibitor I,457081-03-7,True,True,VNDWQCSOSCCWIP-UHFFFAOYSA-N,VNDWQCSOSCCWIP,False,False,False,False,,,
DAVIS,77,JAK3 Inhibitor II,211555-04-3,True,True,CBIAKDAYHRWZCU-UHFFFAOYSA-N,CBIAKDAYHRWZCU,False,False,False,False,,,
DAVIS,78,JNK Inhibitor II,129-56-6,True,True,ACPOUJIDANTYHO-UHFFFAOYSA-N,ACPOUJIDANTYHO,False,False,False,False,,,
DAVIS,79,JAK3 Inhibitor IV,58753-54-1,True,True,JSASWRWALCMOQP-UHFFFAOYSA-N,JSASWRWALCMOQP,False,False,False,False,,,
DAVIS,80,"JNK Inhibitor, Negative Control",54642-23-8,True,True,ODZGYELAMAOARP-UHFFFAOYSA-N,ODZGYELAMAOARP,False,False,False,False,,,
DAVIS,81,JAK3 Inhibitor VI,856436-16-3,True,False,,,False,False,False,False,,,
DAVIS,82,JNK Inhibitor V,345987-15-7,True,True,RCYPVQCPYKNSTG-UHFFFAOYSA-N,RCYPVQCPYKNSTG,False,False,False,False,,,
DAVIS,83,JNK Inhibitor VIII,894804-07-0,True,True,KQMPRSZTUSSXND-UHFFFAOYSA-N,KQMPRSZTUSSXND,False,False,False,False,,,
DAVIS,84,JNK Inhibitor IX,312917-14-9,True,True,WQGDQGAFSDMBLA-UHFFFAOYSA-N,WQGDQGAFSDMBLA,False,False,False,False,,,
DAVIS,85,"K-252a, Nocardiopsis sp.",97161-97-2,True,False,,,False,False,False,False,,,
DAVIS,86,Kenpaullone,142273-20-9,True,True,QQUXFYAWXPMDOE-UHFFFAOYSA-N,QQUXFYAWXPMDOE,False,False,False,False,,,
DAVIS,87,KN-62,127191-97-3,True,True,RJVLFQBBRSMWHX-DHUJRADRSA-N,RJVLFQBBRSMWHX,False,False,False,False,,,
DAVIS,88,KN-93,139298-40-1,True,False,,,False,False,False,False,,,
DAVIS,89,Lck Inhibitor,213743-31-8,True,False,,,False,False,False,False,,,
DAVIS,90,LY 294002,154447-36-6,True,True,CZQHHVNHHHRRDU-UHFFFAOYSA-N,CZQHHVNHHHRRDU,False,False,False,False,,,
DAVIS,91,LY 303511- Negative control,154447-38-8,True,True,NGAGMBNBKCDCDJ-UHFFFAOYSA-N,NGAGMBNBKCDCDJ,False,False,False,False,,,
DAVIS,92,MEK Inhibitor I,297744-42-4,True,True,NHBMKTBZZSJUGA-HEHNFIMWSA-N,NHBMKTBZZSJUGA,False,False,False,False,,,
DAVIS,93,MEK Inhibitor II,623163-52-0,True,True,GYQSWJNGTWVFOL-UHFFFAOYSA-N,GYQSWJNGTWVFOL,False,False,False,False,,,
DAVIS,94,MEK1/2 Inhibitor,305350-87-2,True,True,JLOXTZFYJNCPIS-UHFFFAOYSA-N,JLOXTZFYJNCPIS,False,False,False,False,,,
DAVIS,95,Met Kinase Inhibitor,658084-23-2,True,True,FPYJSJDOHRDAMT-KQWNVCNZSA-N,FPYJSJDOHRDAMT,False,False,False,False,,,
DAVIS,96,MNK1 Inhibitor,522629-08-9,True,True,UQPMANVRZYYQMD-UHFFFAOYSA-N,UQPMANVRZYYQMD,False,False,False,False,,,
DAVIS,97,MK2a Inhibitor,41179-33-3,True,True,ODYAQBDIXCVKAE-UHFFFAOYSA-N,ODYAQBDIXCVKAE,False,False,False,False,,,
DAVIS,98,NF-kB Activation Inhibitor,545380-34-5,True,True,IBAKVEUZKHOWNG-UHFFFAOYSA-N,IBAKVEUZKHOWNG,False,False,False,False,,,
DAVIS,99,p38 MAP Kinase Inhibitor III,581098-48-8,True,False,,,False,False,False,False,,,
DAVIS,100,p38 MAP Kinase Inhibitor,219138-24-6,True,True,DZFBYHUKZSRPHU-UHFFFAOYSA-N,DZFBYHUKZSRPHU,False,False,False,False,,,
DAVIS,101,PD 98059,167869-21-8,True,True,QFWCYNPOPKQOKV-UHFFFAOYSA-N,QFWCYNPOPKQOKV,False,False,False,False,,,
DAVIS,102,PD 169316,152121-53-4,True,True,BGIYKDUASORTBB-UHFFFAOYSA-N,BGIYKDUASORTBB,False,False,False,False,,,
DAVIS,103,PD 158780,171179-06-9,True,True,KFHMLBXBRCITHF-UHFFFAOYSA-N,KFHMLBXBRCITHF,False,False,False,False,,,
DAVIS,104,PD 174265,216163-53-0,True,True,WUPUZEMRHDROEO-UHFFFAOYSA-N,WUPUZEMRHDROEO,False,False,False,False,,,
DAVIS,105,PDGF Receptor Tyrosine Kinase Inhibitor II,249762-74-1,True,True,CZDUJGOCEPWCNA-UHFFFAOYSA-N,CZDUJGOCEPWCNA,False,False,False,False,,,
DAVIS,106,PDGF Receptor Tyrosine Kinase Inhibitor III,205254-94-0,True,True,INTPTKHSGKBHHW-UHFFFAOYSA-N,INTPTKHSGKBHHW,False,False,False,False,,,
DAVIS,107,PDGF Receptor Tyrosine Kinase Inhibitor IV,627518-40-5,True,True,ZDNURMVOKAERHZ-UHFFFAOYSA-N,ZDNURMVOKAERHZ,False,False,False,False,,,
DAVIS,108,PDGF RTK Inhibitor,347155-76-4,True,True,ZXGIBSBJQLLUEE-UHFFFAOYSA-N,ZXGIBSBJQLLUEE,False,False,False,False,,,
DAVIS,109,PDK1/Akt/Flt Dual Pathway Inhibitor,331253-86-2,True,True,DPANHMGWPXVBQI-UHFFFAOYSA-N,DPANHMGWPXVBQI,False,False,False,False,,,
DAVIS,110,PKR Inhibitor,608512-97-6,True,True,VFBGXTUGODTSPK-BAQGIRSFSA-N,VFBGXTUGODTSPK,False,False,False,False,,,
DAVIS,111,"PKR Inhibitor, Negative Control",852547-30-9,True,False,,,False,False,False,False,,,
DAVIS,112,PI-103,371935-74-9,True,True,TUVCWJQQGGETHL-UHFFFAOYSA-N,TUVCWJQQGGETHL,True,True,False,True,48,48,48
DAVIS,113,PI 3-Kg Inhibitor,648450-29-7,True,False,,,False,False,False,False,,,
DAVIS,114,PI 3-Kg Inhibitor II,648449-76-7,True,True,SRLVNYDXMUGOFI-YWEYNIOJSA-N,SRLVNYDXMUGOFI,False,False,False,False,,,
DAVIS,115,PP3,5334-30-5,True,True,KKDPIZPUTYIBFX-UHFFFAOYSA-N,KKDPIZPUTYIBFX,False,False,False,False,,,
DAVIS,116,"PP1 Analog II, 1NM-PP1",221244-14-0,True,True,GDQXJQSQYMMKRA-UHFFFAOYSA-N,GDQXJQSQYMMKRA,False,False,False,False,,,
DAVIS,117,"Staurosporine, N-benzoyl-",120685-11-2,True,True,BMGQWWVMWDBQGC-IIFHNQTCSA-N,BMGQWWVMWDBQGC,False,True,True,True,,5,5
DAVIS,118,PKCbII/EGFR Inhibitor,145915-60-2,True,True,RONQPWQYDRPRGG-UHFFFAOYSA-N,RONQPWQYDRPRGG,False,False,False,False,,,
DAVIS,119,PKCb Inhibitor,257879-35-9,True,True,KIWODJBCHRADND-UHFFFAOYSA-N,KIWODJBCHRADND,False,False,False,False,,,
DAVIS,120,Purvalanol A,212844-53-6,True,True,PMXCMJLOPOFPBT-HNNXBMFYSA-N,PMXCMJLOPOFPBT,False,False,False,False,,,
DAVIS,121,Rapamycin,53123-88-9,True,True,QFJCIRLUMZQUOT-HPLJOQBZSA-N,QFJCIRLUMZQUOT,False,False,False,False,,,
DAVIS,122,"Rho Kinase Inhibitor III, Rockout",7272-84-6,True,True,LLJRXVHJOJRCSM-UHFFFAOYSA-N,LLJRXVHJOJRCSM,False,False,False,False,,,
DAVIS,123,Rho Kinase Inhibitor IV,913844-45-8,True,True,CMKMGFAUKPAOMG-AWEZNQCLSA-N,CMKMGFAUKPAOMG,False,False,False,False,,,
DAVIS,124,Ro-32-0432,151342-35-7,True,True,FXGHOAZJQNLNFD-KRWDZBQOSA-N,FXGHOAZJQNLNFD,False,False,False,False,,,
DAVIS,125,SB 202474,172747-50-1,False,True,MYKGURNPAUBQLJ-UHFFFAOYSA-N,MYKGURNPAUBQLJ,False,False,False,False,,,
DAVIS,126,SB 202190,152121-30-7,True,True,QHKYPYXTTXKZST-UHFFFAOYSA-N,QHKYPYXTTXKZST,False,False,False,False,,,
DAVIS,127,SB 203580,152121-47-6,True,True,CDMGBJANTYXAIV-UHFFFAOYSA-N,CDMGBJANTYXAIV,True,True,False,True,7,7,7
DAVIS,128,SB220025,165806-53-1,True,True,VSPFURGQAYMVAN-UHFFFAOYSA-N,VSPFURGQAYMVAN,False,False,False,False,,,
DAVIS,129,SB 218078,135897-06-2,True,True,OTPNDVKVEAIXTI-UHFFFAOYSA-N,OTPNDVKVEAIXTI,False,False,False,False,,,
DAVIS,130,SC-68376,318480-82-9,True,True,BHWCZLOXTLWZAQ-UHFFFAOYSA-N,BHWCZLOXTLWZAQ,False,False,False,False,,,
DAVIS,131,SKF-86002,72873-74-6,True,True,YOELZIQOLWZLQC-UHFFFAOYSA-N,YOELZIQOLWZLQC,False,False,False,False,,,
DAVIS,132,Sphingosine Kinase Inhibitor,312636-16-1,True,False,,,False,False,False,False,,,
DAVIS,133,Src Kinase Inhibitor I,179248-59-0,True,True,DMWVGXGXHPOEPT-UHFFFAOYSA-N,DMWVGXGXHPOEPT,False,False,False,False,,,
DAVIS,134,"Staurosporine, Streptomyces sp.",62996-74-1,True,True,HKSZLNNOFSGOKW-FYTWVXJKSA-N,HKSZLNNOFSGOKW,False,True,True,True,,21,21
DAVIS,135,STO-609,52029-86-4,True,True,MYKOWOGZBMOVBJ-UHFFFAOYSA-N,MYKOWOGZBMOVBJ,False,False,False,False,,,
DAVIS,136,SU6656,330161-87-0,True,False,,,False,False,False,False,,,
DAVIS,137,SU9516,666837-93-0,True,True,QNUKRWAIZMBVCU-WCIBSUBMSA-N,QNUKRWAIZMBVCU,False,False,False,False,,,
DAVIS,138,SU11652,326914-10-7,True,True,XPLJEFSRINKZLC-ATVHPVEESA-N,XPLJEFSRINKZLC,False,False,False,False,,,
DAVIS,139,Syk Inhibitor,622387-85-3,True,True,MLKHXLFEYOOYEY-NVNXTCNLSA-N,MLKHXLFEYOOYEY,False,False,False,False,,,
DAVIS,140,Syk Inhibitor II,227449-73-2,True,False,,,False,False,False,False,,,
DAVIS,141,Syk Inhibitor III,1485-00-3,True,True,KFLWBZPSJQPRDD-ONEGZZNKSA-N,KFLWBZPSJQPRDD,False,False,False,False,,,
DAVIS,142,Tpl2 Kinase Inhibitor,871307-18-5,True,True,NMEUKWOOQOHUNA-UHFFFAOYSA-N,NMEUKWOOQOHUNA,False,False,False,False,,,
DAVIS,143,TGF-b RI Kinase Inhibitor,396129-53-6,True,True,IBCXZJCWDGCXQT-UHFFFAOYSA-N,IBCXZJCWDGCXQT,False,False,False,False,,,
DAVIS,144,TGF-b RI Inhibitor III,356559-13-2,True,True,BTUOOXPZOVNPMF-UHFFFAOYSA-N,BTUOOXPZOVNPMF,False,False,False,False,,,
DAVIS,145,AG 9,2826-26-8,True,True,UOHFCPXBKJPCAD-UHFFFAOYSA-N,UOHFCPXBKJPCAD,False,False,False,False,,,
DAVIS,146,AG 490,133550-30-8,True,True,TUCIOBMMDDOEMM-RIYZIHGNSA-N,TUCIOBMMDDOEMM,False,False,False,False,,,
DAVIS,147,AG 112,144978-82-5,True,True,DXVJRTIPBNBLLB-BJMVGYQFSA-N,DXVJRTIPBNBLLB,False,False,False,False,,,
DAVIS,148,AG 1295,71897-07-9,True,True,FQNCLVJEQCJWSU-UHFFFAOYSA-N,FQNCLVJEQCJWSU,False,False,False,False,,,
DAVIS,149,AG 1296,146535-11-7,True,True,QNOXYUNHIGOWNY-UHFFFAOYSA-N,QNOXYUNHIGOWNY,False,False,False,False,,,
DAVIS,150,AG 1478,175178-82-2,True,True,GFNNBHLJANVSQV-UHFFFAOYSA-N,GFNNBHLJANVSQV,False,False,False,False,,,
DAVIS,151,VEGF Receptor 2 Kinase Inhibitor I,15966-93-5,True,True,PMUJUSJUVIXDQC-LCYFTJDESA-N,PMUJUSJUVIXDQC,False,False,False,False,,,
DAVIS,152,VEGF Receptor Tyrosine Kinase Inhibitor II,269390-69-4,True,True,GGPZCOONYBPZEW-UHFFFAOYSA-N,GGPZCOONYBPZEW,False,False,False,False,,,
DAVIS,153,"VEGF Receptor Tyrosine Kinase Inhibitor III, KRN633",286370-15-8,True,True,VPBYZLCHOKSGRX-UHFFFAOYSA-N,VPBYZLCHOKSGRX,False,False,False,False,,,
DAVIS,154,VEGF Receptor 2 Kinase Inhibitor II,288144-20-7,False,True,RFHPWPWVGFSLOP-ZROIWOOFSA-N,RFHPWPWVGFSLOP,False,False,False,False,,,
DAVIS,155,VEGF Receptor 2 Kinase Inhibitor III,204005-46-9,True,False,,,False,False,False,False,,,
DAVIS,156,VEGF Receptor 2 Kinase Inhibitor IV,216661-57-3,True,True,HBWLNACPIFKNIP-UHFFFAOYSA-N,HBWLNACPIFKNIP,False,False,False,False,,,
DAVIS,157,Wortmannin,19545-26-7,True,True,QDLHCMPXEPAAMD-QAIWCSMKSA-N,QDLHCMPXEPAAMD,False,False,False,False,,,
DAVIS,158,"ROCK Inhibitor, Y-27632",146986-50-7,True,True,IYOZTVGMEWJPKR-VOMCLLRMSA-N,IYOZTVGMEWJPKR,False,False,False,False,,,
DAVIS,159,Bosutinib,380843-75-4,True,True,UBPYILGKFZZVDX-UHFFFAOYSA-N,UBPYILGKFZZVDX,True,True,False,True,49,49,49
DAVIS,160,Dasatinib,302962-49-8,True,True,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,ZBNZXTGUTAYRHI,True,True,False,True,68,68,68
DAVIS,161,Dovitinib,405169-16-6,True,True,PIQCTGMSNWUMAF-UHFFFAOYSA-N,PIQCTGMSNWUMAF,True,True,False,True,41,41,41
DAVIS,162,Erlotinib,183319-69-9,True,False,,,False,False,False,True,,,0
DAVIS,163,Gefitinib,184475-35-2,True,True,XGALLCVXEZPNRQ-UHFFFAOYSA-N,XGALLCVXEZPNRQ,True,True,False,True,61,61,61
DAVIS,164,Imatinib,220127-57-1,True,False,,,False,False,False,True,,,28
DAVIS,165,Lapatinib,231277-92-2,True,True,BCFGMOOMADDAQU-UHFFFAOYSA-N,BCFGMOOMADDAQU,True,True,False,True,2,2,2
DAVIS,166,Masitinib,790299-79-5,True,True,WJEOLQLKVOPQFV-UHFFFAOYSA-N,WJEOLQLKVOPQFV,True,True,False,True,60,60,60
DAVIS,167,Mubritinib,366017-09-6,True,True,ZTFBIUXIQYRUNT-MDWZMJQESA-N,ZTFBIUXIQYRUNT,False,False,False,False,,,
DAVIS,168,Nilotinib,641571-10-0,True,True,HHZIURLSWUIHRB-UHFFFAOYSA-N,HHZIURLSWUIHRB,True,True,False,True,20,20,20
DAVIS,169,Pazopanib,444731-52-6,True,True,CUIHSIWYWATEQL-UHFFFAOYSA-N,CUIHSIWYWATEQL,True,True,False,True,9,9,9
DAVIS,170,Roscovitine,186692-46-6,True,True,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,BTIHMVBBUGXLCJ,False,False,False,False,,,
DAVIS,171,Sorafenib,284461-73-0,True,True,MLDQJTXFUGDVEO-UHFFFAOYSA-N,MLDQJTXFUGDVEO,True,True,False,True,31,31,31
